stable_usage_key,choice_priority,reference_normalized,response_text,resolution_status,display_edition,nigeria_selection_id,nigeria_text,nigeria_source_url,rsvce_selection_id,rsvce_text,rsvce_source_url,nabre_selection_id,nabre_text,nabre_source_url,douay_rheims_text,douay_rheims_source_url
NG|special-period|easter-vigil|||,6,"isa12:2-3,4bcde,5-6",With joy you will draw water from the wells of salvation.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-04-04:responsorial-psalm:6,"R/. With joy you will draw water from the wells of salvation.

“Behold, God is my salvation;
I will trust, and will not be afraid;
for the Lord God is my strength and my song,
and he has become my salvation.”
With joy you will draw water from the wells of salvation.

R/. With joy you will draw water from the wells of salvation.

“Give thanks to the Lord,
call upon his name;
make known his deeds among the nations,
proclaim that his name is exalted.”

R/. With joy you will draw water from the wells of salvation.

“Sing praises to the Lord, for he has done gloriously;
let this be known in all the earth.
Shout, and sing for joy, O inhabitant of Zion,
for great in your midst is the Holy One of Israel.”

R/. With joy you will draw water from the wells of salvation.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,isa12_2_3_4bcde_5_6,"R/. With joy you will draw water from the wells of salvation.

""Behold, God is my salvation; I will trust, and will not be afraid; for the LORD GOD is my strength and my song, and he has become my salvation."" With joy you will draw water from the wells of salvation.

R/. With joy you will draw water from the wells of salvation.

And you will say in that day: ""Give thanks to the LORD, call upon his name; make known his deeds among the nations, proclaim that his name is exalted.

R/. With joy you will draw water from the wells of salvation.

""Sing praises to the LORD, for he has done gloriously; let this be known in all the earth. Shout, and sing for joy, O inhabitant of Zion, for great in your midst is the Holy One of Israel.""

R/. With joy you will draw water from the wells of salvation.",repo://assets/rsvce.db,isa12_2_3_4bcde_5_6,"R/. With joy you will draw water from the wells of salvation.

For the LORD is my strength and my might, and he has been my salvation. With joy you will draw water from the fountains of salvation,

R/. With joy you will draw water from the wells of salvation.

And you will say on that day: give thanks to the LORD, acclaim his name; Among the nations make known his deeds, proclaim how exalted is his name.

R/. With joy you will draw water from the wells of salvation.

Sing praise to the LORD for he has done glorious things; let this be known throughout all the earth. Shout with exultation, City of Zion, for great in your midst is the Holy One of Israel!

R/. With joy you will draw water from the wells of salvation.",repo://assets/nabre.db,,
NG|special-period|easter-vigil|||,7,"ps19:8,9,10,11","Lord, you have the words of eternal life.",exact_nigeria,Catholic Missal for Nigeria,ng:2026-04-04:responsorial-psalm:7,"R/. Lord, you have the words of eternal life.

The law of the Lord is perfect;
It revives the soul.
The decrees of the Lord are steadfast;
They give wisdom to the simple.

R/. Lord, you have the words of eternal life.

The precepts of the Lord are right;
They gladden the heart.
The command of the Lord is clear;
it gives light to the eyes.

R/. Lord, you have the words of eternal life.

The fear of the Lord is pure,
Abiding forever.
The judgements of the Lord are true;
They are, all of them, just.

R/. Lord, you have the words of eternal life.

They are more to be desired than gold,
than quantities of gold.
And sweeter are they than honey,
Than honey flowing from the comb.

R/. Lord, you have the words of eternal life.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps19_8_9_10_11,"R/. Lord, you have the words of eternal life.

The law of the LORD is perfect,reviving the soul; the testimony of the LORD is sure, making wise the simple;

R/. Lord, you have the words of eternal life.

the precepts of the LORD are right,rejoicing the heart; the commandment of the LORD is pure, enlightening the eyes;

R/. Lord, you have the words of eternal life.

the fear of the LORD is clean, enduring for ever;the ordinances of the LORD are true, and righteous altogether.

R/. Lord, you have the words of eternal life.

More to be desired are they than gold,even much fine gold; sweeter also than honey and drippings of the honeycomb.

R/. Lord, you have the words of eternal life.",repo://assets/rsvce.db,ps19_8_9_10_11,"R/. Lord, you have the words of eternal life.

The decree of the LORD is trustworthy, giving wisdom to the simple.

R/. Lord, you have the words of eternal life.

The command of the LORD is clear, enlightening the eye.

R/. Lord, you have the words of eternal life.

The statutes of the LORD are true, all of them just;

R/. Lord, you have the words of eternal life.

More desirable than gold, than a hoard of purest gold, Sweeter also than honey or drippings from the comb.

R/. Lord, you have the words of eternal life.",repo://assets/nabre.db,,
NG|special-period|easter-vigil|||,8,"ps42:3,5bcd,43:3,4","Like the deer that yearns for running streams,",exact_nigeria,Catholic Missal for Nigeria,ng:2026-04-04:responsorial-psalm:8,"R/. Like the deer that yearns for running streams,

so my soul is yearning for you, my God

R/. Like the deer that yearns for running streams,

My soul is thirsting for God
the living God;
when can I enter and appear
before the face of God?

R/. Like the deer that yearns for running streams,

For I would go to the place
of your wondrous  tent,
all the way to the house of God,
amid cries of gladness and thanksgiving,
the throng keeping joyful festival.

R/. Like the deer that yearns for running streams,

so my soul is yearning for you, my God

R/. Like the deer that yearns for running streams,

O send forth your light and your truth;
They will guide me on.
They will bring me to your holy mountain,
To the place where you dwell.

R/. Like the deer that yearns for running streams,

And I will come to the altar of God,
To God, my joy and gladness.
To you will I give thanks on the harp,
O God, my God.

R/. Like the deer that yearns for running streams,

When Baptism is celebrated, the Responsorial Psalm after the Fifth Reading (Isaiah 12), as above, may be used; or the Responsorial Psalm following:

R/. Like the deer that yearns for running streams,",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps42_3_5bcd_43_3_4,"R/. Like the deer that yearns for running streams,

My soul thirsts for God, for the living God. When shall I come and behold the face of God?

R/. Like the deer that yearns for running streams,

These things I remember, as I pour out my soul:how I went with the throng,and led them in procession to the house of God,with glad shouts and songs of thanksgiving, a multitude keeping festival.

R/. Like the deer that yearns for running streams,

Oh send out thy light and thy truth;let them lead me, let them bring me to thy holy hill and to thy dwelling!

R/. Like the deer that yearns for running streams,

Then I will go to the altar of God,to God my exceeding joy; and I will praise thee with the lyre, O God, my God.

R/. Like the deer that yearns for running streams,",repo://assets/rsvce.db,ps42_3_5bcd_43_3_4,"R/. Like the deer that yearns for running streams,

When can I enter and see the face of God?

R/. Like the deer that yearns for running streams,

Those times I recall as I pour out my soul, When I would cross over to the shrine of the Mighty One, to the house of God, Amid loud cries of thanksgiving, with the multitude keeping festival.

R/. Like the deer that yearns for running streams,

Send your light and your fidelity, that they may be my guide; Let them bring me to your holy mountain, to the place of your dwelling,

R/. Like the deer that yearns for running streams,

Then I will praise you with the harp, O God, my God.

R/. Like the deer that yearns for running streams,",repo://assets/nabre.db,,
NG|special-period|easter-vigil|||,9,"ps51:12-13,14-15,18-19","Create a pure heart for me, O God",exact_nigeria,Catholic Missal for Nigeria,ng:2026-04-04:responsorial-psalm:9,"R/. Create a pure heart for me, O God

Create a pure heart for me,
O God; renew a steadfast spirit within me.
Do not cast me away from your presence;
take not your holy spirit from me.

R/. Create a pure heart for me, O God

Restore in me the joy of your salvation;
sustain in me a willing spirit.
I will teach transgressors your ways,
that sinners may return to you.

R/. Create a pure heart for me, O God

For in sacrifice you take no delight;
burnt offering from me would not please you.
My sacrifice to God, a broken spirit:
a broken and humbled heart,
O God, you will not spurn.

R/. Create a pure heart for me, O God",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps51_12_13_14_15_18_19,"R/. Create a pure heart for me, O God

Create in me a clean heart, O God, and put a new and right spirit within me. Cast me not away from thy presence, and take not thy holy Spirit from me.

R/. Create a pure heart for me, O God

Restore to me the joy of thy salvation, and uphold me with a willing spirit. Then I will teach transgressors thy ways, and sinners will return to thee.

R/. Create a pure heart for me, O God

For thou hast no delight in sacrifice;were I to give a burnt offering, thou wouldst not be pleased. The sacrifice acceptable to God is a broken spirit;a broken and contrite heart, O God, thou wilt not despise.

R/. Create a pure heart for me, O God",repo://assets/rsvce.db,ps51_12_13_14_15_18_19,"R/. Create a pure heart for me, O God

A clean heart create for me, God; renew within me a steadfast spirit. Do not drive me from before your face, nor take from me your holy spirit.

R/. Create a pure heart for me, O God

Restore to me the gladness of your salvation; uphold me with a willing spirit. I will teach the wicked your ways, that sinners may return to you.

R/. Create a pure heart for me, O God

For you do not desire sacrifice or I would give it; a burnt offering you would not accept. My sacrifice, O God, is a contrite spirit; a contrite, humbled heart, O God, you will not scorn.

R/. Create a pure heart for me, O God",repo://assets/nabre.db,,
NG|special-period|easter-vigil|||,10,"ps118:1-2,15c-17,22-23",Alleluia. Alleluia. Alleluia.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-04-04:responsorial-psalm:10,"R/. Alleluia. Alleluia. Alleluia.

Give praise to the Lord, for he is good;
Let the house of Israel say,
“His mercy endures forever.”

R/. Alleluia. Alleluia. Alleluia.

“The Lord’s right hand has done mighty deeds;
His right hand is exalted.
The Lord’s right hand has done mighty deeds.”
I shall not die, I shall live
And recount the deeds of the Lord.

R/. Alleluia. Alleluia. Alleluia.

The stone that the builders rejected
Has become the cornerstone.
By the Lord has this been done,
A marvel in our eyes.

R/. Alleluia. Alleluia. Alleluia.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps118_1_2_15c_17_22_23,"R/. Alleluia. Alleluia. Alleluia.

O give thanks to the LORD, for he is good; his steadfast love endures for ever! Let Israel say, ""His steadfast love endures for ever.""

R/. Alleluia. Alleluia. Alleluia.

Hark, glad songs of victory in the tents of the righteous: ""The right hand of the LORD does valiantly, the right hand of the LORD is exalted, the right hand of the LORD does valiantly!"" I shall not die, but I shall live, and recount the deeds of the LORD.

R/. Alleluia. Alleluia. Alleluia.

The stone which the builders rejected has become the head of the corner. This is the LORD's doing; it is marvelous in our eyes.

R/. Alleluia. Alleluia. Alleluia.",repo://assets/rsvce.db,ps118_1_2_15c_17_22_23,"R/. Alleluia. Alleluia. Alleluia.

Psalm 118 Hymn of Thanksgiving I - Give thanks to the LORD, for he is good, his mercy endures forever. Let Israel say: his mercy endures forever.

R/. Alleluia. Alleluia. Alleluia.

The joyful shout of deliverance is heard in the tents of the righteous: “The LORD’s right hand works valiantly; the LORD’s right hand is raised; the LORD’s right hand works valiantly.” I shall not die but live and declare the deeds of the LORD.

R/. Alleluia. Alleluia. Alleluia.

The stone the builders rejected has become the cornerstone. By the LORD has this been done; it is wonderful in our eyes.

R/. Alleluia. Alleluia. Alleluia.",repo://assets/nabre.db,,
NG|special-period|good-friday|||I,1,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commend my spirit!",fallback,Catholic Daily RSVCE,,,,ps31_2_6_12_13_15_16_17_25,"R/. Father, into your hands I commend my spirit!

In thee, O LORD, do I seek refuge;let me never be put to shame; in thy righteousness deliver me!

R/. Father, into your hands I commend my spirit!

Into thy hand I commit my spirit;thou hast redeemed me, O LORD, faithful God.

R/. Father, into your hands I commend my spirit!

I am the scorn of all my adversaries,a horror to my neighbors,an object of dread to my acquaintances; those who see me in the street flee from me. I have passed out of mind like one who is dead; I have become like a broken vessel.

R/. Father, into your hands I commend my spirit!

But I trust in thee, O LORD, I say, ""Thou art my God."" My times are in thy hand; deliver me from the hand of my enemies and persecutors!

R/. Father, into your hands I commend my spirit!

Let thy face shine on thy servant; save me in thy steadfast love!

R/. Father, into your hands I commend my spirit!

Be strong, and let your heart take courage, all you who wait for the LORD!

R/. Father, into your hands I commend my spirit!",repo://assets/rsvce.db,ps31_2_6_12_13_15_16_17_25,"R/. Father, into your hands I commend my spirit!

In your righteousness deliver me;

R/. Father, into your hands I commend my spirit!

Into your hands I commend my spirit; you will redeem me, LORD, God of truth.

R/. Father, into your hands I commend my spirit!

When they see me in public, they quickly shy away. I am forgotten, out of mind like the dead; I am like a worn-out tool.

R/. Father, into your hands I commend my spirit!

But I trust in you, LORD; I say, “You are my God.” My destiny is in your hands; rescue me from my enemies, from the hands of my pursuers.

R/. Father, into your hands I commend my spirit!

Let your face shine on your servant; save me in your mercy.

R/. Father, into your hands I commend my spirit!

Be strong and take heart, all who hope in the LORD.

R/. Father, into your hands I commend my spirit!",repo://assets/nabre.db,"R/. Father, into your hands I commend my spirit!

2 In thee, O Lord, have I hoped, let me never be confounded: deliver me in thy justice.
6 Into thy hands I commend my spirit: thou hast redeemed me, O Lord, the God of truth.
12 I am become a reproach among all my enemies, and very much to my neighbours; and a fear to my acquaintance. They that saw me without fled from me.
13 I am forgotten as one dead from the heart. I am become as a vessel that is destroyed.
15 But I have put my trust in thee, O Lord: I said: Thou art my God.
16 My lots are in thy hands. Deliver me out of the hands of my enemies; and from them that persecute me.
17 Make thy face to shine upon thy servant; save me in thy mercy.
25 Do ye manfully, and let your heart be strengthened, all ye that hope in the Lord.

R/. Father, into your hands I commend my spirit!",https://www.catholicgallery.org/mass-reading/180425/
NG|special-period|good-friday|||II,1,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commit my spirit!",exact_nigeria,Catholic Missal for Nigeria,ng:2026-04-03:responsorial-psalm:1,"R/. Father, into your hands I commit my spirit!

In you, O Lord, I take refuge.
Let me never be put to shame.
In your justice, set me free.
Into your hands I commend my spirit.
You will redeem me, O Lord, O faithful God.

R/. Father, into your hands I commit my spirit!

Because of all my foes
I have become a reproach,
an object of scorn to my neighbours
and of fear to my friends.
Those who see me in the street flee from me.
I am forgotten, like someone dead,
and have become like a broken vessel.

R/. Father, into your hands I commit my spirit!

But as for me, I trust in you, O Lord;
I say, “You are my God.
My lot is in your hands, deliver me
from the hands of my enemies and those who pursue me.”

R/. Father, into your hands I commit my spirit!

“Let your face shine on your servant.
Save me in your merciful love.”
Be strong, let your heart take courage,
all who hope in the Lord.

R/. Father, into your hands I commit my spirit!",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps31_2_6_12_13_15_16_17_25,"R/. Father, into your hands I commit my spirit!

In thee, O LORD, do I seek refuge;let me never be put to shame; in thy righteousness deliver me!

R/. Father, into your hands I commit my spirit!

Into thy hand I commit my spirit;thou hast redeemed me, O LORD, faithful God.

R/. Father, into your hands I commit my spirit!

I am the scorn of all my adversaries,a horror to my neighbors,an object of dread to my acquaintances; those who see me in the street flee from me. I have passed out of mind like one who is dead; I have become like a broken vessel.

R/. Father, into your hands I commit my spirit!

But I trust in thee, O LORD, I say, ""Thou art my God."" My times are in thy hand; deliver me from the hand of my enemies and persecutors!

R/. Father, into your hands I commit my spirit!

Let thy face shine on thy servant; save me in thy steadfast love!

R/. Father, into your hands I commit my spirit!

Be strong, and let your heart take courage, all you who wait for the LORD!

R/. Father, into your hands I commit my spirit!",repo://assets/rsvce.db,ps31_2_6_12_13_15_16_17_25,"R/. Father, into your hands I commit my spirit!

In your righteousness deliver me;

R/. Father, into your hands I commit my spirit!

Into your hands I commend my spirit; you will redeem me, LORD, God of truth.

R/. Father, into your hands I commit my spirit!

When they see me in public, they quickly shy away. I am forgotten, out of mind like the dead; I am like a worn-out tool.

R/. Father, into your hands I commit my spirit!

But I trust in you, LORD; I say, “You are my God.” My destiny is in your hands; rescue me from my enemies, from the hands of my pursuers.

R/. Father, into your hands I commit my spirit!

Let your face shine on your servant; save me in your mercy.

R/. Father, into your hands I commit my spirit!

Be strong and take heart, all who hope in the LORD.

R/. Father, into your hands I commit my spirit!",repo://assets/nabre.db,"R/. Father, into your hands I commit my spirit!

2 In thee, O Lord, have I hoped, let me never be confounded: deliver me in thy justice.
6 Into thy hands I commend my spirit: thou hast redeemed me, O Lord, the God of truth.
12 I am become a reproach among all my enemies, and very much to my neighbours; and a fear to my acquaintance. They that saw me without fled from me.
13 I am forgotten as one dead from the heart. I am become as a vessel that is destroyed.
15 But I have put my trust in thee, O Lord: I said: Thou art my God.
16 My lots are in thy hands. Deliver me out of the hands of my enemies; and from them that persecute me.
17 Make thy face to shine upon thy servant; save me in thy mercy.
25 Do ye manfully, and let your heart be strengthened, all ye that hope in the Lord.

R/. Father, into your hands I commit my spirit!",https://www.catholicgallery.org/mass-reading/290324/
NG|special-period|good-friday|||II,2,"ps31:2,6,12-13,15-16,17,25","Father, into your hands I commend my spirit!",fallback,Catholic Daily RSVCE,,,,ps31_2_6_12_13_15_16_17_25,"R/. Father, into your hands I commend my spirit!

In thee, O LORD, do I seek refuge;let me never be put to shame; in thy righteousness deliver me!

R/. Father, into your hands I commend my spirit!

Into thy hand I commit my spirit;thou hast redeemed me, O LORD, faithful God.

R/. Father, into your hands I commend my spirit!

I am the scorn of all my adversaries,a horror to my neighbors,an object of dread to my acquaintances; those who see me in the street flee from me. I have passed out of mind like one who is dead; I have become like a broken vessel.

R/. Father, into your hands I commend my spirit!

But I trust in thee, O LORD, I say, ""Thou art my God."" My times are in thy hand; deliver me from the hand of my enemies and persecutors!

R/. Father, into your hands I commend my spirit!

Let thy face shine on thy servant; save me in thy steadfast love!

R/. Father, into your hands I commend my spirit!

Be strong, and let your heart take courage, all you who wait for the LORD!

R/. Father, into your hands I commend my spirit!",repo://assets/rsvce.db,ps31_2_6_12_13_15_16_17_25,"R/. Father, into your hands I commend my spirit!

In your righteousness deliver me;

R/. Father, into your hands I commend my spirit!

Into your hands I commend my spirit; you will redeem me, LORD, God of truth.

R/. Father, into your hands I commend my spirit!

When they see me in public, they quickly shy away. I am forgotten, out of mind like the dead; I am like a worn-out tool.

R/. Father, into your hands I commend my spirit!

But I trust in you, LORD; I say, “You are my God.” My destiny is in your hands; rescue me from my enemies, from the hands of my pursuers.

R/. Father, into your hands I commend my spirit!

Let your face shine on your servant; save me in your mercy.

R/. Father, into your hands I commend my spirit!

Be strong and take heart, all who hope in the LORD.

R/. Father, into your hands I commend my spirit!",repo://assets/nabre.db,"R/. Father, into your hands I commend my spirit!

2 In thee, O Lord, have I hoped, let me never be confounded: deliver me in thy justice.
6 Into thy hands I commend my spirit: thou hast redeemed me, O Lord, the God of truth.
12 I am become a reproach among all my enemies, and very much to my neighbours; and a fear to my acquaintance. They that saw me without fled from me.
13 I am forgotten as one dead from the heart. I am become as a vessel that is destroyed.
15 But I have put my trust in thee, O Lord: I said: Thou art my God.
16 My lots are in thy hands. Deliver me out of the hands of my enemies; and from them that persecute me.
17 Make thy face to shine upon thy servant; save me in thy mercy.
25 Do ye manfully, and let your heart be strengthened, all ye that hope in the Lord.

R/. Father, into your hands I commend my spirit!",https://www.catholicgallery.org/mass-reading/290324/
NG|special-period|holy-week-monday|||I,1,"ps27:1,2,3,13-14",The Lord is my light and my salvation.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-03-30:responsorial-psalm:1,"R/. The Lord is my light and my salvation.

The Lord is my light and my salvation;
whom shall I fear?
The Lord is the stronghold of my life;
whom should I dread?

R/. The Lord is my light and my salvation.

When those who do evil draw near
to devour my flesh,
it is they, my enemies and foes,
 who stumble and fall.

R/. The Lord is my light and my salvation.

Though an army encamp against me,
my heart would not fear.
Though war break out against me,
even then would I trust.

R/. The Lord is my light and my salvation.

I believe I shall see the Lord's goodness
in the land of the living.
Wait for the Lord; be strong;
be stouthearted, and wait for the Lord!

R/. The Lord is my light and my salvation.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps27_1_2_3_13_14,"R/. The Lord is my light and my salvation.

The LORD is my light and my salvation;whom shall I fear?The LORD is the stronghold of my life; of whom shall I be afraid?

R/. The Lord is my light and my salvation.

When evildoers assail me,uttering slanders against me, my adversaries and foes, they shall stumble and fall.

R/. The Lord is my light and my salvation.

Though a host encamp against me,my heart shall not fear;though war arise against me, yet I will be confident.

R/. The Lord is my light and my salvation.

I believe that I shall see the goodness of the LORD in the land of the living! Wait for the LORD; be strong,and let your heart take courage; yea, wait for the LORD!

R/. The Lord is my light and my salvation.",repo://assets/rsvce.db,ps27_1_2_3_13_14,"R/. The Lord is my light and my salvation.

Psalm 27 Trust in God - Of David. A - IThe LORD is my light and my salvation; whom should I fear? The LORD is my life’s refuge; of whom should I be afraid?

R/. The Lord is my light and my salvation.

When evildoers come at me to devour my flesh, These my enemies and foes themselves stumble and fall.

R/. The Lord is my light and my salvation.

Though an army encamp against me, my heart does not fear; Though war be waged against me, even then do I trust.

R/. The Lord is my light and my salvation.

I believe I shall see the LORD’s goodness in the land of the living. Wait for the LORD, take courage; be stouthearted, wait for the LORD!

R/. The Lord is my light and my salvation.",repo://assets/nabre.db,"R/. The Lord is my light and my salvation.

1 The psalm of David before he was anointed. The Lord is my light and my salvation, whom shall I fear? The Lord is the protector of my life: of whom shall I be afraid?
2 Whilst the wicked draw near against me, to eat my flesh. My enemies that trouble me, have themselves been weakened, and have fallen.
3 If armies in camp should stand together against me, my heart shall not fear. If a battle should rise up against me, in this will I be confident.
13 I believe to see the good things of the Lord in the land of the living.
14 Expect the Lord, do manfully, and let thy heart take courage, and wait thou for the Lord.
Verse Before the Gospel
Hail to you, our King; you alone are compassionate with our faults.

R/. The Lord is my light and my salvation.",https://www.catholicgallery.org/mass-reading/140425/
NG|special-period|holy-week-monday|||II,1,"ps27:1,2,3,13-14",The Lord is my light and my salvation.,exact_nigeria,Catholic Missal for Nigeria,ng:2026-03-30:responsorial-psalm:1,"R/. The Lord is my light and my salvation.

The Lord is my light and my salvation;
whom shall I fear?
The Lord is the stronghold of my life;
whom should I dread?

R/. The Lord is my light and my salvation.

When those who do evil draw near
to devour my flesh,
it is they, my enemies and foes,
 who stumble and fall.

R/. The Lord is my light and my salvation.

Though an army encamp against me,
my heart would not fear.
Though war break out against me,
even then would I trust.

R/. The Lord is my light and my salvation.

I believe I shall see the Lord's goodness
in the land of the living.
Wait for the Lord; be strong;
be stouthearted, and wait for the Lord!

R/. The Lord is my light and my salvation.",https://firestore.googleapis.com/v1/projects/catholic-missal/databases/(default)/documents/NigeriaReading,ps27_1_2_3_13_14,"R/. The Lord is my light and my salvation.

The LORD is my light and my salvation;whom shall I fear?The LORD is the stronghold of my life; of whom shall I be afraid?

R/. The Lord is my light and my salvation.

When evildoers assail me,uttering slanders against me, my adversaries and foes, they shall stumble and fall.

R/. The Lord is my light and my salvation.

Though a host encamp against me,my heart shall not fear;though war arise against me, yet I will be confident.

R/. The Lord is my light and my salvation.

I believe that I shall see the goodness of the LORD in the land of the living! Wait for the LORD; be strong,and let your heart take courage; yea, wait for the LORD!

R/. The Lord is my light and my salvation.",repo://assets/rsvce.db,ps27_1_2_3_13_14,"R/. The Lord is my light and my salvation.

Psalm 27 Trust in God - Of David. A - IThe LORD is my light and my salvation; whom should I fear? The LORD is my life’s refuge; of whom should I be afraid?

R/. The Lord is my light and my salvation.

When evildoers come at me to devour my flesh, These my enemies and foes themselves stumble and fall.

R/. The Lord is my light and my salvation.

Though an army encamp against me, my heart does not fear; Though war be waged against me, even then do I trust.

R/. The Lord is my light and my salvation.

I believe I shall see the LORD’s goodness in the land of the living. Wait for the LORD, take courage; be stouthearted, wait for the LORD!

R/. The Lord is my light and my salvation.",repo://assets/nabre.db,"R/. The Lord is my light and my salvation.

1 The psalm of David before he was anointed. The Lord is my light and my salvation, whom shall I fear? The Lord is the protector of my life: of whom shall I be afraid?
2 Whilst the wicked draw near against me, to eat my flesh. My enemies that trouble me, have themselves been weakened, and have fallen.
3 If armies in camp should stand together against me, my heart shall not fear. If a battle should rise up against me, in this will I be confident.
13 I believe to see the good things of the Lord in the land of the living.
14 Expect the Lord, do manfully, and let thy heart take courage, and wait thou for the Lord.
Verse Before the Gospel
Hail to you, our King; you alone are compassionate with our faults.

R/. The Lord is my light and my salvation.",https://www.catholicgallery.org/mass-reading/250324/
NG|special-period|holy-week-tuesday|||I,1,"ps71:1-2,3-4a,5ab-6ab,15,17","My mouth will tell of your salvation, Lord.",fallback,Catholic Daily RSVCE,,,,ps71_1_2_3_4a_5ab_6ab_15_17,"R/. My mouth will tell of your salvation, Lord.

In thee, O LORD, do I take refuge; let me never be put to shame! In thy righteousness deliver me and rescue me; incline thy ear to me, and save me!

R/. My mouth will tell of your salvation, Lord.

Be thou to me a rock of refuge, a strong fortress,  to save me, for thou art my rock and my fortress. Rescue me, O my God, from the hand of the wicked, from the grasp of the unjust and cruel man.

R/. My mouth will tell of your salvation, Lord.

For thou, O Lord, art my hope, my trust, O LORD, from my youth. Upon thee I have leaned from my birth;thou art he who took me from my mother's womb. My praise is continually of thee.

R/. My mouth will tell of your salvation, Lord.

My mouth will tell of thy righteous acts,of thy deeds of salvation all the day, for their number is past my knowledge.

R/. My mouth will tell of your salvation, Lord.

O God, from my youth thou hast taught me, and I still proclaim thy wondrous deeds.

R/. My mouth will tell of your salvation, Lord.",repo://assets/rsvce.db,ps71_1_2_3_4a_5ab_6ab_15_17,"R/. My mouth will tell of your salvation, Lord.

Psalm 71 Prayer in Time of Old Age I - In you, LORD, I take refuge; let me never be put to shame. In your justice rescue and deliver me; listen to me and save me!

R/. My mouth will tell of your salvation, Lord.

Be my rock of refuge, my stronghold to give me safety; for you are my rock and fortress. My God, rescue me from the hand of the wicked, from the clutches of the evil and violent.

R/. My mouth will tell of your salvation, Lord.

You are my hope, Lord; my trust, GOD, from my youth. On you I have depended since birth; from my mother’s womb you are my strength; my hope in you never wavers.

R/. My mouth will tell of your salvation, Lord.

My mouth shall proclaim your just deeds, day after day your acts of deliverance, though I cannot number them all.

R/. My mouth will tell of your salvation, Lord.

God, you have taught me from my youth; to this day I proclaim your wondrous deeds.

R/. My mouth will tell of your salvation, Lord.",repo://assets/nabre.db,"R/. My mouth will tell of your salvation, Lord.

1 Of the sons of Jonadab, and the former captives. In thee, O Lord, I have hoped, let me never be put to confusion:
2 Deliver me in thy justice, and rescue me. Incline thy ear unto me, and save me.
3 Be thou unto me a God, a protector, and a place of strength: that thou mayst make me safe. For thou art my firmament and my refuge.
4a Deliver me, O my God, out of the hand of the sinner.
5ab For thou art my patience, O Lord: my hope, O Lord, from my youth;
6ab By thee have I been confirmed from the womb: from my mother’s womb thou art my protector.
15 My mouth shall shew forth thy justice; thy salvation all the day long. Because I have not known learning,
17 Thou hast taught me, O God, from my youth: and till now I will declare thy wonderful works.
Verse Before the Gospel
Hail to you, our King, obedient to the Father; you were led to your crucifixion like a gentle lamb to the slaughter.

R/. My mouth will tell of your salvation, Lord.",https://www.catholicgallery.org/mass-reading/150425/
NG|special-period|holy-week-tuesday|||I,2,"ps71:1-2,3,5-6,15+17",I will sing of your salvation.,fallback,Catholic Daily RSVCE,,,,ps71_1_2_3_5_6_15_17,"R/. I will sing of your salvation.

In thee, O LORD, do I take refuge; let me never be put to shame! In thy righteousness deliver me and rescue me; incline thy ear to me, and save me!

R/. I will sing of your salvation.

Be thou to me a rock of refuge, a strong fortress,  to save me, for thou art my rock and my fortress.

R/. I will sing of your salvation.

For thou, O Lord, art my hope, my trust, O LORD, from my youth. Upon thee I have leaned from my birth;thou art he who took me from my mother's womb. My praise is continually of thee.

R/. I will sing of your salvation.

My mouth will tell of thy righteous acts,of thy deeds of salvation all the day, for their number is past my knowledge. O God, from my youth thou hast taught me, and I still proclaim thy wondrous deeds.

R/. I will sing of your salvation.",repo://assets/rsvce.db,ps71_1_2_3_5_6_15_17,"R/. I will sing of your salvation.

Psalm 71 Prayer in Time of Old Age I - In you, LORD, I take refuge; let me never be put to shame. In your justice rescue and deliver me; listen to me and save me!

R/. I will sing of your salvation.

Be my rock of refuge, my stronghold to give me safety; for you are my rock and fortress.

R/. I will sing of your salvation.

You are my hope, Lord; my trust, GOD, from my youth. On you I have depended since birth; from my mother’s womb you are my strength; my hope in you never wavers.

R/. I will sing of your salvation.

My mouth shall proclaim your just deeds, day after day your acts of deliverance, though I cannot number them all. God, you have taught me from my youth; to this day I proclaim your wondrous deeds.

R/. I will sing of your salvation.",repo://assets/nabre.db,,
